rep_id,rep_name,division,month,monthly_quota,bookings,attainment_pct
1002,Allen Robinson,ActiveDisclosure,2024-08-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2024-09-01,83929.42,93250.25,111.1
1002,Allen Robinson,ActiveDisclosure,2024-10-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2024-11-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2024-12-01,83929.42,68397.91,81.5
1002,Allen Robinson,ActiveDisclosure,2025-01-01,83929.42,122220.11,145.6
1002,Allen Robinson,ActiveDisclosure,2025-02-01,83929.42,77542.13,92.4
1002,Allen Robinson,ActiveDisclosure,2025-03-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2025-04-01,83929.42,382775.91,456.1
1002,Allen Robinson,ActiveDisclosure,2025-05-01,83929.42,57938.32,69.0
1002,Allen Robinson,ActiveDisclosure,2025-06-01,83929.42,72719.07,86.6
1002,Allen Robinson,ActiveDisclosure,2025-07-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2025-08-01,83929.42,70258.93,83.7
1002,Allen Robinson,ActiveDisclosure,2025-09-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2025-10-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2025-11-01,83929.42,55903.23,66.6
1002,Allen Robinson,ActiveDisclosure,2025-12-01,83929.42,106719.15,127.2
1002,Allen Robinson,ActiveDisclosure,2026-01-01,83929.42,0.0,0.0
1002,Allen Robinson,ActiveDisclosure,2026-02-01,83929.42,105972.43,126.3
1002,Allen Robinson,ActiveDisclosure,2026-03-01,83929.42,159146.83,189.6
1002,Allen Robinson,ActiveDisclosure,2026-04-01,83929.42,39386.86,46.9
1002,Allen Robinson,ActiveDisclosure,2026-05-01,83929.42,126790.23,151.1
1002,Allen Robinson,ActiveDisclosure,2026-06-01,83929.42,131814.27,157.1
1003,Cristian Santos,ActiveDisclosure,2024-07-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2024-08-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2024-09-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2024-10-01,94871.17,59558.62,62.8
1003,Cristian Santos,ActiveDisclosure,2024-11-01,94871.17,135410.39,142.7
1003,Cristian Santos,ActiveDisclosure,2024-12-01,94871.17,117271.44,123.6
1003,Cristian Santos,ActiveDisclosure,2025-01-01,94871.17,74087.01,78.1
1003,Cristian Santos,ActiveDisclosure,2025-02-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2025-03-01,94871.17,203213.57,214.2
1003,Cristian Santos,ActiveDisclosure,2025-04-01,94871.17,307074.25,323.7
1003,Cristian Santos,ActiveDisclosure,2025-05-01,94871.17,72155.75,76.1
1003,Cristian Santos,ActiveDisclosure,2025-06-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2025-07-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2025-08-01,94871.17,151713.88,159.9
1003,Cristian Santos,ActiveDisclosure,2025-09-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2025-10-01,94871.17,67183.28,70.8
1003,Cristian Santos,ActiveDisclosure,2025-11-01,94871.17,145020.54,152.9
1003,Cristian Santos,ActiveDisclosure,2025-12-01,94871.17,51251.44,54.0
1003,Cristian Santos,ActiveDisclosure,2026-01-01,94871.17,68473.76,72.2
1003,Cristian Santos,ActiveDisclosure,2026-02-01,94871.17,130011.3,137.0
1003,Cristian Santos,ActiveDisclosure,2026-03-01,94871.17,0.0,0.0
1003,Cristian Santos,ActiveDisclosure,2026-04-01,94871.17,78194.12,82.4
1003,Cristian Santos,ActiveDisclosure,2026-05-01,94871.17,30577.99,32.2
1003,Cristian Santos,ActiveDisclosure,2026-06-01,94871.17,53377.17,56.3
1004,Kevin Pacheco,ActiveDisclosure,2024-07-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2024-08-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2024-09-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2024-10-01,72906.33,21868.36,30.0
1004,Kevin Pacheco,ActiveDisclosure,2024-11-01,72906.33,153514.27,210.6
1004,Kevin Pacheco,ActiveDisclosure,2024-12-01,72906.33,78353.2,107.5
1004,Kevin Pacheco,ActiveDisclosure,2025-01-01,72906.33,89965.1,123.4
1004,Kevin Pacheco,ActiveDisclosure,2025-02-01,72906.33,45484.72,62.4
1004,Kevin Pacheco,ActiveDisclosure,2025-03-01,72906.33,205861.86,282.4
1004,Kevin Pacheco,ActiveDisclosure,2025-04-01,72906.33,241444.94,331.2
1004,Kevin Pacheco,ActiveDisclosure,2025-05-01,72906.33,59681.42,81.9
1004,Kevin Pacheco,ActiveDisclosure,2025-06-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2025-07-01,72906.33,159928.8,219.4
1004,Kevin Pacheco,ActiveDisclosure,2025-08-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2025-09-01,72906.33,75788.31,104.0
1004,Kevin Pacheco,ActiveDisclosure,2025-10-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2025-11-01,72906.33,134090.98,183.9
1004,Kevin Pacheco,ActiveDisclosure,2025-12-01,72906.33,154622.7,212.1
1004,Kevin Pacheco,ActiveDisclosure,2026-01-01,72906.33,0.0,0.0
1004,Kevin Pacheco,ActiveDisclosure,2026-02-01,72906.33,45324.07,62.2
1004,Kevin Pacheco,ActiveDisclosure,2026-03-01,72906.33,153977.02,211.2
1004,Kevin Pacheco,ActiveDisclosure,2026-04-01,72906.33,136783.83,187.6
1004,Kevin Pacheco,ActiveDisclosure,2026-05-01,72906.33,105997.51,145.4
1004,Kevin Pacheco,ActiveDisclosure,2026-06-01,72906.33,209824.63,287.8
1005,Melissa Peterson,ActiveDisclosure,2024-07-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2024-08-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2024-09-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2024-10-01,72906.58,106583.7,146.2
1005,Melissa Peterson,ActiveDisclosure,2024-11-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2024-12-01,72906.58,126184.27,173.1
1005,Melissa Peterson,ActiveDisclosure,2025-01-01,72906.58,49917.98,68.5
1005,Melissa Peterson,ActiveDisclosure,2025-02-01,72906.58,232284.12,318.6
1005,Melissa Peterson,ActiveDisclosure,2025-03-01,72906.58,268185.11,367.8
1005,Melissa Peterson,ActiveDisclosure,2025-04-01,72906.58,31585.63,43.3
1005,Melissa Peterson,ActiveDisclosure,2025-05-01,72906.58,52735.81,72.3
1005,Melissa Peterson,ActiveDisclosure,2025-06-01,72906.58,77338.86,106.1
1005,Melissa Peterson,ActiveDisclosure,2025-07-01,72906.58,12146.15,16.7
1005,Melissa Peterson,ActiveDisclosure,2025-08-01,72906.58,54535.09,74.8
1005,Melissa Peterson,ActiveDisclosure,2025-09-01,72906.58,15189.34,20.8
1005,Melissa Peterson,ActiveDisclosure,2025-10-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2025-11-01,72906.58,67581.98,92.7
1005,Melissa Peterson,ActiveDisclosure,2025-12-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2026-01-01,72906.58,142757.38,195.8
1005,Melissa Peterson,ActiveDisclosure,2026-02-01,72906.58,65760.59,90.2
1005,Melissa Peterson,ActiveDisclosure,2026-03-01,72906.58,0.0,0.0
1005,Melissa Peterson,ActiveDisclosure,2026-04-01,72906.58,48349.72,66.3
1005,Melissa Peterson,ActiveDisclosure,2026-05-01,72906.58,116885.89,160.3
1005,Melissa Peterson,ActiveDisclosure,2026-06-01,72906.58,122958.3,168.7
1006,Gabrielle Davis,Venue,2024-07-01,68740.08,36869.42,53.6
1006,Gabrielle Davis,Venue,2024-08-01,68740.08,55993.07,81.5
1006,Gabrielle Davis,Venue,2024-09-01,68740.08,0.0,0.0
1006,Gabrielle Davis,Venue,2024-10-01,68740.08,297874.66,433.3
1006,Gabrielle Davis,Venue,2024-11-01,68740.08,39754.76,57.8
1006,Gabrielle Davis,Venue,2024-12-01,68740.08,555038.61,807.4
1006,Gabrielle Davis,Venue,2025-01-01,68740.08,65719.24,95.6
1006,Gabrielle Davis,Venue,2025-02-01,68740.08,232245.35,337.9
1006,Gabrielle Davis,Venue,2025-03-01,68740.08,51224.91,74.5
1006,Gabrielle Davis,Venue,2025-04-01,68740.08,101224.54,147.3
1006,Gabrielle Davis,Venue,2025-05-01,68740.08,67496.22,98.2
1006,Gabrielle Davis,Venue,2025-06-01,68740.08,115333.57,167.8
1006,Gabrielle Davis,Venue,2025-07-01,68740.08,168894.22,245.7
1006,Gabrielle Davis,Venue,2025-08-01,68740.08,52970.36,77.1
1006,Gabrielle Davis,Venue,2025-09-01,68740.08,42359.62,61.6
1006,Gabrielle Davis,Venue,2025-10-01,68740.08,288566.28,419.8
1006,Gabrielle Davis,Venue,2025-11-01,68740.08,255543.32,371.8
1006,Gabrielle Davis,Venue,2025-12-01,68740.08,126533.77,184.1
1006,Gabrielle Davis,Venue,2026-01-01,68740.08,0.0,0.0
1006,Gabrielle Davis,Venue,2026-02-01,68740.08,294766.13,428.8
1006,Gabrielle Davis,Venue,2026-03-01,68740.08,231459.89,336.7
1006,Gabrielle Davis,Venue,2026-04-01,68740.08,321057.39,467.1
1006,Gabrielle Davis,Venue,2026-05-01,68740.08,55511.83,80.8
1006,Gabrielle Davis,Venue,2026-06-01,68740.08,406099.0,590.8
1007,Lindsey Roman,Venue,2024-07-01,58592.92,0.0,0.0
1007,Lindsey Roman,Venue,2024-08-01,58592.92,0.0,0.0
1007,Lindsey Roman,Venue,2024-09-01,58592.92,8000.0,13.7
1007,Lindsey Roman,Venue,2024-10-01,58592.92,373302.92,637.1
1007,Lindsey Roman,Venue,2024-11-01,58592.92,453788.35,774.5
1007,Lindsey Roman,Venue,2024-12-01,58592.92,82286.09,140.4
1007,Lindsey Roman,Venue,2025-01-01,58592.92,155876.81,266.0
1007,Lindsey Roman,Venue,2025-02-01,58592.92,154732.53,264.1
1007,Lindsey Roman,Venue,2025-03-01,58592.92,357999.24,611.0
1007,Lindsey Roman,Venue,2025-04-01,58592.92,109433.69,186.8
1007,Lindsey Roman,Venue,2025-05-01,58592.92,115248.18,196.7
1007,Lindsey Roman,Venue,2025-06-01,58592.92,62216.98,106.2
1007,Lindsey Roman,Venue,2025-07-01,58592.92,104219.47,177.9
1007,Lindsey Roman,Venue,2025-08-01,58592.92,142490.28,243.2
1007,Lindsey Roman,Venue,2025-09-01,58592.92,34328.45,58.6
1007,Lindsey Roman,Venue,2025-10-01,58592.92,236224.69,403.2
1007,Lindsey Roman,Venue,2025-11-01,58592.92,314085.4,536.0
1007,Lindsey Roman,Venue,2025-12-01,58592.92,0.0,0.0
1007,Lindsey Roman,Venue,2026-01-01,58592.92,95644.88,163.2
1007,Lindsey Roman,Venue,2026-02-01,58592.92,248725.1,424.5
1007,Lindsey Roman,Venue,2026-03-01,58592.92,254158.39,433.8
1007,Lindsey Roman,Venue,2026-04-01,58592.92,19945.46,34.0
1007,Lindsey Roman,Venue,2026-05-01,58592.92,0.0,0.0
1007,Lindsey Roman,Venue,2026-06-01,58592.92,220315.96,376.0
1008,Valerie Gray,Venue,2024-07-01,43131.5,0.0,0.0
1008,Valerie Gray,Venue,2024-08-01,43131.5,0.0,0.0
1008,Valerie Gray,Venue,2024-09-01,43131.5,57792.41,134.0
1008,Valerie Gray,Venue,2024-10-01,43131.5,179040.69,415.1
1008,Valerie Gray,Venue,2024-11-01,43131.5,271880.32,630.4
1008,Valerie Gray,Venue,2024-12-01,43131.5,142284.54,329.9
1008,Valerie Gray,Venue,2025-01-01,43131.5,64133.45,148.7
1008,Valerie Gray,Venue,2025-02-01,43131.5,246486.76,571.5
1008,Valerie Gray,Venue,2025-03-01,43131.5,179074.78,415.2
1008,Valerie Gray,Venue,2025-04-01,43131.5,46186.75,107.1
1008,Valerie Gray,Venue,2025-05-01,43131.5,104241.15,241.7
1008,Valerie Gray,Venue,2025-06-01,43131.5,174985.25,405.7
1008,Valerie Gray,Venue,2025-07-01,43131.5,149479.16,346.6
1008,Valerie Gray,Venue,2025-08-01,43131.5,39399.05,91.3
1008,Valerie Gray,Venue,2025-09-01,43131.5,96171.14,223.0
1008,Valerie Gray,Venue,2025-10-01,43131.5,265516.2,615.6
1008,Valerie Gray,Venue,2025-11-01,43131.5,271787.12,630.1
1008,Valerie Gray,Venue,2025-12-01,43131.5,153715.56,356.4
1008,Valerie Gray,Venue,2026-01-01,43131.5,27762.6,64.4
1008,Valerie Gray,Venue,2026-02-01,43131.5,20885.42,48.4
1008,Valerie Gray,Venue,2026-03-01,43131.5,200412.72,464.7
1008,Valerie Gray,Venue,2026-04-01,43131.5,0.0,0.0
1008,Valerie Gray,Venue,2026-05-01,43131.5,113800.04,263.8
1008,Valerie Gray,Venue,2026-06-01,43131.5,298216.7,691.4
1009,Lisa Hensley,Venue,2024-07-01,55782.0,0.0,0.0
1009,Lisa Hensley,Venue,2024-08-01,55782.0,0.0,0.0
1009,Lisa Hensley,Venue,2024-09-01,55782.0,87312.32,156.5
1009,Lisa Hensley,Venue,2024-10-01,55782.0,327483.08,587.1
1009,Lisa Hensley,Venue,2024-11-01,55782.0,147955.35,265.2
1009,Lisa Hensley,Venue,2024-12-01,55782.0,9698.4,17.4
1009,Lisa Hensley,Venue,2025-01-01,55782.0,154511.52,277.0
1009,Lisa Hensley,Venue,2025-02-01,55782.0,106495.62,190.9
1009,Lisa Hensley,Venue,2025-03-01,55782.0,313427.28,561.9
1009,Lisa Hensley,Venue,2025-04-01,55782.0,127113.21,227.9
1009,Lisa Hensley,Venue,2025-05-01,55782.0,73944.68,132.6
1009,Lisa Hensley,Venue,2025-06-01,55782.0,189744.24,340.2
1009,Lisa Hensley,Venue,2025-07-01,55782.0,158838.83,284.7
1009,Lisa Hensley,Venue,2025-08-01,55782.0,88499.96,158.7
1009,Lisa Hensley,Venue,2025-09-01,55782.0,163533.88,293.2
1009,Lisa Hensley,Venue,2025-10-01,55782.0,209264.89,375.1
1009,Lisa Hensley,Venue,2025-11-01,55782.0,280198.83,502.3
1009,Lisa Hensley,Venue,2025-12-01,55782.0,153889.44,275.9
1009,Lisa Hensley,Venue,2026-01-01,55782.0,27536.17,49.4
1009,Lisa Hensley,Venue,2026-02-01,55782.0,125268.68,224.6
1009,Lisa Hensley,Venue,2026-03-01,55782.0,82160.46,147.3
1009,Lisa Hensley,Venue,2026-04-01,55782.0,67446.51,120.9
1009,Lisa Hensley,Venue,2026-05-01,55782.0,63496.31,113.8
1009,Lisa Hensley,Venue,2026-06-01,55782.0,311913.66,559.2
1010,Amber Perez,Venue,2024-07-01,43207.25,0.0,0.0
1010,Amber Perez,Venue,2024-08-01,43207.25,0.0,0.0
1010,Amber Perez,Venue,2024-09-01,43207.25,134707.0,311.8
1010,Amber Perez,Venue,2024-10-01,43207.25,74500.21,172.4
1010,Amber Perez,Venue,2024-11-01,43207.25,251575.68,582.3
1010,Amber Perez,Venue,2024-12-01,43207.25,108363.81,250.8
1010,Amber Perez,Venue,2025-01-01,43207.25,20273.61,46.9
1010,Amber Perez,Venue,2025-02-01,43207.25,207114.55,479.4
1010,Amber Perez,Venue,2025-03-01,43207.25,89731.95,207.7
1010,Amber Perez,Venue,2025-04-01,43207.25,108382.42,250.8
1010,Amber Perez,Venue,2025-05-01,43207.25,108665.1,251.5
1010,Amber Perez,Venue,2025-06-01,43207.25,215410.21,498.6
1010,Amber Perez,Venue,2025-07-01,43207.25,77099.8,178.4
1010,Amber Perez,Venue,2025-08-01,43207.25,167325.67,387.3
1010,Amber Perez,Venue,2025-09-01,43207.25,49696.67,115.0
1010,Amber Perez,Venue,2025-10-01,43207.25,152601.63,353.2
1010,Amber Perez,Venue,2025-11-01,43207.25,400192.43,926.2
1010,Amber Perez,Venue,2025-12-01,43207.25,32845.95,76.0
1010,Amber Perez,Venue,2026-01-01,43207.25,46324.2,107.2
1010,Amber Perez,Venue,2026-02-01,43207.25,237256.98,549.1
1010,Amber Perez,Venue,2026-03-01,43207.25,274984.12,636.4
1010,Amber Perez,Venue,2026-04-01,43207.25,66349.08,153.6
1010,Amber Perez,Venue,2026-05-01,43207.25,0.0,0.0
1010,Amber Perez,Venue,2026-06-01,43207.25,215821.03,499.5
1011,David Garcia,Venue,2024-07-01,43178.33,65912.64,152.7
1011,David Garcia,Venue,2024-08-01,43178.33,0.0,0.0
1011,David Garcia,Venue,2024-09-01,43178.33,32844.77,76.1
1011,David Garcia,Venue,2024-10-01,43178.33,77497.97,179.5
1011,David Garcia,Venue,2024-11-01,43178.33,321511.09,744.6
1011,David Garcia,Venue,2024-12-01,43178.33,145081.5,336.0
1011,David Garcia,Venue,2025-01-01,43178.33,137503.21,318.5
1011,David Garcia,Venue,2025-02-01,43178.33,127975.61,296.4
1011,David Garcia,Venue,2025-03-01,43178.33,111714.94,258.7
1011,David Garcia,Venue,2025-04-01,43178.33,98877.21,229.0
1011,David Garcia,Venue,2025-05-01,43178.33,118614.63,274.7
1011,David Garcia,Venue,2025-06-01,43178.33,92291.15,213.7
1011,David Garcia,Venue,2025-07-01,43178.33,87783.93,203.3
1011,David Garcia,Venue,2025-08-01,43178.33,191317.09,443.1
1011,David Garcia,Venue,2025-09-01,43178.33,318759.34,738.2
1011,David Garcia,Venue,2025-10-01,43178.33,166156.67,384.8
1011,David Garcia,Venue,2025-11-01,43178.33,219357.28,508.0
1011,David Garcia,Venue,2025-12-01,43178.33,61966.99,143.5
1011,David Garcia,Venue,2026-01-01,43178.33,113793.33,263.5
1011,David Garcia,Venue,2026-02-01,43178.33,204344.3,473.3
1011,David Garcia,Venue,2026-03-01,43178.33,0.0,0.0
1011,David Garcia,Venue,2026-04-01,43178.33,106217.33,246.0
1011,David Garcia,Venue,2026-05-01,43178.33,0.0,0.0
1011,David Garcia,Venue,2026-06-01,43178.33,360652.46,835.3
1012,Holly Wood,Arc Suite,2024-07-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2024-08-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2024-09-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2024-10-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2024-11-01,70691.17,112069.74,158.5
1012,Holly Wood,Arc Suite,2024-12-01,70691.17,113537.7,160.6
1012,Holly Wood,Arc Suite,2025-01-01,70691.17,40553.64,57.4
1012,Holly Wood,Arc Suite,2025-02-01,70691.17,78379.93,110.9
1012,Holly Wood,Arc Suite,2025-03-01,70691.17,45317.84,64.1
1012,Holly Wood,Arc Suite,2025-04-01,70691.17,45905.0,64.9
1012,Holly Wood,Arc Suite,2025-05-01,70691.17,151407.87,214.2
1012,Holly Wood,Arc Suite,2025-06-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2025-07-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2025-08-01,70691.17,37335.04,52.8
1012,Holly Wood,Arc Suite,2025-09-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2025-10-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2025-11-01,70691.17,55211.49,78.1
1012,Holly Wood,Arc Suite,2025-12-01,70691.17,72633.06,102.7
1012,Holly Wood,Arc Suite,2026-01-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2026-02-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2026-03-01,70691.17,0.0,0.0
1012,Holly Wood,Arc Suite,2026-04-01,70691.17,71490.99,101.1
1012,Holly Wood,Arc Suite,2026-05-01,70691.17,93225.77,131.9
1012,Holly Wood,Arc Suite,2026-06-01,70691.17,74137.85,104.9
1013,Timothy Wong,Arc Suite,2024-07-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2024-08-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2024-09-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2024-10-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2024-11-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2024-12-01,43750.58,117807.67,269.3
1013,Timothy Wong,Arc Suite,2025-01-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2025-02-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2025-03-01,43750.58,103711.5,237.1
1013,Timothy Wong,Arc Suite,2025-04-01,43750.58,88274.41,201.8
1013,Timothy Wong,Arc Suite,2025-05-01,43750.58,222330.73,508.2
1013,Timothy Wong,Arc Suite,2025-06-01,43750.58,34330.66,78.5
1013,Timothy Wong,Arc Suite,2025-07-01,43750.58,65322.71,149.3
1013,Timothy Wong,Arc Suite,2025-08-01,43750.58,107284.82,245.2
1013,Timothy Wong,Arc Suite,2025-09-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2025-10-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2025-11-01,43750.58,64108.02,146.5
1013,Timothy Wong,Arc Suite,2025-12-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2026-01-01,43750.58,58909.0,134.6
1013,Timothy Wong,Arc Suite,2026-02-01,43750.58,123747.8,282.8
1013,Timothy Wong,Arc Suite,2026-03-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2026-04-01,43750.58,65116.59,148.8
1013,Timothy Wong,Arc Suite,2026-05-01,43750.58,0.0,0.0
1013,Timothy Wong,Arc Suite,2026-06-01,43750.58,51680.03,118.1
1014,Nicholas Martin,Arc Suite,2024-07-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2024-08-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2024-09-01,46105.17,51070.68,110.8
1014,Nicholas Martin,Arc Suite,2024-10-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2024-11-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2024-12-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-01-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-02-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-03-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-04-01,46105.17,88966.44,193.0
1014,Nicholas Martin,Arc Suite,2025-05-01,46105.17,68609.27,148.8
1014,Nicholas Martin,Arc Suite,2025-06-01,46105.17,228980.78,496.6
1014,Nicholas Martin,Arc Suite,2025-07-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-08-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-09-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-10-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-11-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2025-12-01,46105.17,0.0,0.0
1014,Nicholas Martin,Arc Suite,2026-01-01,46105.17,65692.33,142.5
1014,Nicholas Martin,Arc Suite,2026-02-01,46105.17,35024.24,76.0
1014,Nicholas Martin,Arc Suite,2026-03-01,46105.17,0.0,0.0
